line,poem,text,tokens
4.0,7.0,when I lucked into this lady with a large bed,"['START_SYMBOL', u'when', u'i', u'lucked', u'into', u'this', u'lady', u'with', u'a', u'large', u'bed', 'STOP_SYMBOL']"
5.0,7.0,covered with a jeweled canopy,"['START_SYMBOL', u'covered', u'with', u'a', u'jeweled', u'canopy', 'STOP_SYMBOL']"
6.0,7.0,plus,"['START_SYMBOL', u'plus', 'STOP_SYMBOL']"
7.0,7.0,"wine, champagne, smokes, pills and","['START_SYMBOL', u'wine', u',', u'champagne', u',', u'smokes', u',', u'pills', u'and', 'STOP_SYMBOL']"
8.0,7.0,color tv.,"['START_SYMBOL', u'color', u'tv', u'.', 'STOP_SYMBOL']"
9.0,7.0,we stayed in bed and,"['START_SYMBOL', u'we', u'stayed', u'in', u'bed', u'and', 'STOP_SYMBOL']"
10.0,7.0,"drank wine, champagne, smoked, popped pills","['START_SYMBOL', u'drank', u'wine', u',', u'champagne', u',', u'smoked', u',', u'popped', u'pills', 'STOP_SYMBOL']"
11.0,7.0,by the dozens,"['START_SYMBOL', u'by', u'the', u'dozens', 'STOP_SYMBOL']"
12.0,7.0,as I (feeling shitty and low),"['START_SYMBOL', u'as', u'i', u'(', u'feeling', u'shitty', u'and', u'low', u')', 'STOP_SYMBOL']"
13.0,7.0,tried to get over this affair that had gone,"['START_SYMBOL', u'tried', u'to', u'get', u'over', u'this', u'affair', u'that', u'had', u'gone', 'STOP_SYMBOL']"
14.0,7.0,bad.,"['START_SYMBOL', u'bad', u'.', 'STOP_SYMBOL']"
15.0,7.0,"I watched the tv trying to dull my senses,","['START_SYMBOL', u'i', u'watched', u'the', u'tv', u'trying', u'to', u'dull', u'my', u'senses', u',', 'STOP_SYMBOL']"
16.0,7.0,but the thing that really helped,"['START_SYMBOL', u'but', u'the', u'thing', u'that', u'really', u'helped', 'STOP_SYMBOL']"
17.0,7.0,was this very long,"['START_SYMBOL', u'was', u'this', u'very', u'long', 'STOP_SYMBOL']"
18.0,7.0,(specially written for tv) drama about,"['START_SYMBOL', u'(', u'specially', u'written', u'for', u'tv', u')', u'drama', u'about', 'STOP_SYMBOL']"
19.0,7.0,spies---,"['START_SYMBOL', u'spies', u'--', u'-', 'STOP_SYMBOL']"
20.0,7.0,"American spies and Russian spies, and","['START_SYMBOL', u'american', u'spies', u'and', u'russian', u'spies', u',', u'and', 'STOP_SYMBOL']"
21.0,7.0,they were all so clever and,"['START_SYMBOL', u'they', u'were', u'all', u'so', u'clever', u'and', 'STOP_SYMBOL']"
22.0,7.0,cool---,"['START_SYMBOL', u'cool', u'--', u'-', 'STOP_SYMBOL']"
23.0,7.0,even their children didn't know,"['START_SYMBOL', u'even', u'their', u'children', u'did', u""n't"", u'know', 'STOP_SYMBOL']"
24.0,7.0,"their wives didn't know, and","['START_SYMBOL', u'their', u'wives', u'did', u""n't"", u'know', u',', u'and', 'STOP_SYMBOL']"
25.0,7.0,in a way,"['START_SYMBOL', u'in', u'a', u'way', 'STOP_SYMBOL']"
26.0,7.0,/they/ hardly knew---,"['START_SYMBOL', u'/they/', u'hardly', u'knew', u'--', u'-', 'STOP_SYMBOL']"
27.0,7.0,"and I found out about counter-spies, double-spies:","['START_SYMBOL', u'and', u'i', u'found', u'out', u'about', u'counter-spies', u',', u'double-spies', u':', 'STOP_SYMBOL']"
28.0,7.0,"guys who worked both sides, and","['START_SYMBOL', u'guys', u'who', u'worked', u'both', u'sides', u',', u'and', 'STOP_SYMBOL']"
29.0,7.0,then this one who was a double-spy turned,"['START_SYMBOL', u'then', u'this', u'one', u'who', u'was', u'a', u'double-spy', u'turned', 'STOP_SYMBOL']"
30.0,7.0,"into a triple-spy, it","['START_SYMBOL', u'into', u'a', u'triple-spy', u',', u'it', 'STOP_SYMBOL']"
31.0,7.0,got nicely confusing---,"['START_SYMBOL', u'got', u'nicely', u'confusing', u'--', u'-', 'STOP_SYMBOL']"
32.0,7.0,I don't even think the guy who wrote the script,"['START_SYMBOL', u'i', u'do', u""n't"", u'even', u'think', u'the', u'guy', u'who', u'wrote', u'the', u'script', 'STOP_SYMBOL']"
33.0,7.0,knew what was happening---,"['START_SYMBOL', u'knew', u'what', u'was', u'happening', u'--', u'-', 'STOP_SYMBOL']"
34.0,7.0,it went on for hours!,"['START_SYMBOL', u'it', u'went', u'on', u'for', u'hours', u'!', 'STOP_SYMBOL']"
35.0,7.0,"seaplanes rammed into icebergs,","['START_SYMBOL', u'seaplanes', u'rammed', u'into', u'icebergs', u',', 'STOP_SYMBOL']"
36.0,7.0,"a priest in Madison, Wisc. murdered his brother,","['START_SYMBOL', u'a', u'priest', u'in', u'madison', u',', u'wisc', u'.', u'murdered', u'his', u'brother', u',', 'STOP_SYMBOL']"
37.0,7.0,a block of ice was shipped in a casket to Peru,"['START_SYMBOL', u'a', u'block', u'of', u'ice', u'was', u'shipped', u'in', u'a', u'casket', u'to', u'peru', 'STOP_SYMBOL']"
38.0,7.0,"in lieu of the world's largest diamond, and","['START_SYMBOL', u'in', u'lieu', u'of', u'the', u'world', u""'s"", u'largest', u'diamond', u',', u'and', 'STOP_SYMBOL']"
39.0,7.0,blondes walked in and out of rooms eating,"['START_SYMBOL', u'blondes', u'walked', u'in', u'and', u'out', u'of', u'rooms', u'eating', 'STOP_SYMBOL']"
40.0,7.0,creampuffs and walnuts;,"['START_SYMBOL', u'creampuffs', u'and', u'walnuts', u';', 'STOP_SYMBOL']"
41.0,7.0,the triple-spy turned into a,"['START_SYMBOL', u'the', u'triple-spy', u'turned', u'into', u'a', 'STOP_SYMBOL']"
42.0,7.0,quadruple-spy and everybody loved,"['START_SYMBOL', u'quadruple-spy', u'and', u'everybody', u'loved', 'STOP_SYMBOL']"
43.0,7.0,everybody,"['START_SYMBOL', u'everybody', 'STOP_SYMBOL']"
44.0,7.0,and it went on and on,"['START_SYMBOL', u'and', u'it', u'went', u'on', u'and', u'on', 'STOP_SYMBOL']"
45.0,7.0,and the hours passed and,"['START_SYMBOL', u'and', u'the', u'hours', u'passed', u'and', 'STOP_SYMBOL']"
46.0,7.0,it all finally vanished like a paperclip in a,"['START_SYMBOL', u'it', u'all', u'finally', u'vanished', u'like', u'a', u'paperclip', u'in', u'a', 'STOP_SYMBOL']"
47.0,7.0,bag of trash and I,"['START_SYMBOL', u'bag', u'of', u'trash', u'and', u'i', 'STOP_SYMBOL']"
48.0,7.0,reached over and flicked off the set and,"['START_SYMBOL', u'reached', u'over', u'and', u'flicked', u'off', u'the', u'set', u'and', 'STOP_SYMBOL']"
49.0,7.0,slept well for the first time,"['START_SYMBOL', u'slept', u'well', u'for', u'the', u'first', u'time', 'STOP_SYMBOL']"
50.0,7.0,in a week and a half.,"['START_SYMBOL', u'in', u'a', u'week', u'and', u'a', u'half', u'.', 'STOP_SYMBOL']"
1.0,8.0,she wore a platinum blond wig,"['START_SYMBOL', u'she', u'wore', u'a', u'platinum', u'blond', u'wig', 'STOP_SYMBOL']"
2.0,8.0,and her face was rouged and powdered,"['START_SYMBOL', u'and', u'her', u'face', u'was', u'rouged', u'and', u'powdered', 'STOP_SYMBOL']"
3.0,8.0,and she put the lipstick on,"['START_SYMBOL', u'and', u'she', u'put', u'the', u'lipstick', u'on', 'STOP_SYMBOL']"
4.0,8.0,making a huge painted mouth,"['START_SYMBOL', u'making', u'a', u'huge', u'painted', u'mouth', 'STOP_SYMBOL']"
5.0,8.0,and her neck was wrinkled,"['START_SYMBOL', u'and', u'her', u'neck', u'was', u'wrinkled', 'STOP_SYMBOL']"
6.0,8.0,but she still had the ass of a young girl,"['START_SYMBOL', u'but', u'she', u'still', u'had', u'the', u'ass', u'of', u'a', u'young', u'girl', 'STOP_SYMBOL']"
7.0,8.0,and the legs were good.,"['START_SYMBOL', u'and', u'the', u'legs', u'were', u'good', u'.', 'STOP_SYMBOL']"
8.0,8.0,she wore blue panties and I got them off,"['START_SYMBOL', u'she', u'wore', u'blue', u'panties', u'and', u'i', u'got', u'them', u'off', 'STOP_SYMBOL']"
9.0,8.0,"raised her dress, and with the TV flickering","['START_SYMBOL', u'raised', u'her', u'dress', u',', u'and', u'with', u'the', u'tv', u'flickering', 'STOP_SYMBOL']"
10.0,8.0,I took her standing up.,"['START_SYMBOL', u'i', u'took', u'her', u'standing', u'up', u'.', 'STOP_SYMBOL']"
11.0,8.0,as we struggled around the room,"['START_SYMBOL', u'as', u'we', u'struggled', u'around', u'the', u'room', 'STOP_SYMBOL']"
12.0,8.0,"(I'm fucking the grave, I thought, I'm","['START_SYMBOL', u'(', u'i', u""'m"", u'fucking', u'the', u'grave', u',', u'i', u'thought', u',', u'i', u""'m"", 'STOP_SYMBOL']"
13.0,8.0,"bringing the dead back to life, marvelous","['START_SYMBOL', u'bringing', u'the', u'dead', u'back', u'to', u'life', u',', u'marvelous', 'STOP_SYMBOL']"
14.0,8.0,so marvelous,"['START_SYMBOL', u'so', u'marvelous', 'STOP_SYMBOL']"
15.0,8.0,like eating cold olives at 3 a.m.,"['START_SYMBOL', u'like', u'eating', u'cold', u'olives', u'at', u'3', u'a.m', u'.', 'STOP_SYMBOL']"
16.0,8.0,with half the town on fire),"['START_SYMBOL', u'with', u'half', u'the', u'town', u'on', u'fire', u')', 'STOP_SYMBOL']"
17.0,8.0,I came.,"['START_SYMBOL', u'i', u'came', u'.', 'STOP_SYMBOL']"
18.0,8.0,you boys can keep your virgins,"['START_SYMBOL', u'you', u'boys', u'can', u'keep', u'your', u'virgins', 'STOP_SYMBOL']"
19.0,8.0,give me hot old women in high heels,"['START_SYMBOL', u'give', u'me', u'hot', u'old', u'women', u'in', u'high', u'heels', 'STOP_SYMBOL']"
20.0,8.0,with asses that forgot to get old.,"['START_SYMBOL', u'with', u'asses', u'that', u'forgot', u'to', u'get', u'old', u'.', 'STOP_SYMBOL']"
21.0,8.0,"of course, you leave afterwards","['START_SYMBOL', u'of', u'course', u',', u'you', u'leave', u'afterwards', 'STOP_SYMBOL']"
22.0,8.0,or get very drunk,"['START_SYMBOL', u'or', u'get', u'very', u'drunk', 'STOP_SYMBOL']"
23.0,8.0,which is the same,"['START_SYMBOL', u'which', u'is', u'the', u'same', 'STOP_SYMBOL']"
24.0,8.0,thing.,"['START_SYMBOL', u'thing', u'.', 'STOP_SYMBOL']"
25.0,8.0,we drank wine for hours and watched tv,"['START_SYMBOL', u'we', u'drank', u'wine', u'for', u'hours', u'and', u'watched', u'tv', 'STOP_SYMBOL']"
26.0,8.0,and when we went to bed,"['START_SYMBOL', u'and', u'when', u'we', u'went', u'to', u'bed', 'STOP_SYMBOL']"
27.0,8.0,to sleep it off,"['START_SYMBOL', u'to', u'sleep', u'it', u'off', 'STOP_SYMBOL']"
28.0,8.0,she left her teeth in all,"['START_SYMBOL', u'she', u'left', u'her', u'teeth', u'in', u'all', 'STOP_SYMBOL']"
29.0,8.0,night long.,"['START_SYMBOL', u'night', u'long', u'.', 'STOP_SYMBOL']"
1.0,9.0,"I got his ashes, she said, and I took them","['START_SYMBOL', u'i', u'got', u'his', u'ashes', u',', u'she', u'said', u',', u'and', u'i', u'took', u'them', 'STOP_SYMBOL']"
2.0,9.0,out to sea and I scattered his ashes and,"['START_SYMBOL', u'out', u'to', u'sea', u'and', u'i', u'scattered', u'his', u'ashes', u'and', 'STOP_SYMBOL']"
3.0,9.0,they didn't even look like ashes,"['START_SYMBOL', u'they', u'did', u""n't"", u'even', u'look', u'like', u'ashes', 'STOP_SYMBOL']"
4.0,9.0,and,"['START_SYMBOL', u'and', 'STOP_SYMBOL']"
5.0,9.0,the urn was weighted with,"['START_SYMBOL', u'the', u'urn', u'was', u'weighted', u'with', 'STOP_SYMBOL']"
6.0,9.0,green and blue pebbles ...,"['START_SYMBOL', u'green', u'and', u'blue', u'pebbles', u'...', 'STOP_SYMBOL']"
7.0,9.0,he didn't leave you any of his,"['START_SYMBOL', u'he', u'did', u""n't"", u'leave', u'you', u'any', u'of', u'his', 'STOP_SYMBOL']"
8.0,9.0,millions?,"['START_SYMBOL', u'millions', u'?', 'STOP_SYMBOL']"
9.0,9.0,"nothing, she said.","['START_SYMBOL', u'nothing', u',', u'she', u'said', u'.', 'STOP_SYMBOL']"
10.0,9.0,after having to eat all those breakfasts,"['START_SYMBOL', u'after', u'having', u'to', u'eat', u'all', u'those', u'breakfasts', 'STOP_SYMBOL']"
11.0,9.0,and lunches and dinners with him? after,"['START_SYMBOL', u'and', u'lunches', u'and', u'dinners', u'with', u'him', u'?', u'after', 'STOP_SYMBOL']"
12.0,9.0,listening to all his bullshit?,"['START_SYMBOL', u'listening', u'to', u'all', u'his', u'bullshit', u'?', 'STOP_SYMBOL']"
13.0,9.0,he was a brilliant man.,"['START_SYMBOL', u'he', u'was', u'a', u'brilliant', u'man', u'.', 'STOP_SYMBOL']"
14.0,9.0,you know what I mean.,"['START_SYMBOL', u'you', u'know', u'what', u'i', u'mean', u'.', 'STOP_SYMBOL']"
15.0,9.0,"anyhow, I got the ashes. and you fucked","['START_SYMBOL', u'anyhow', u',', u'i', u'got', u'the', u'ashes', u'.', u'and', u'you', u'fucked', 'STOP_SYMBOL']"
16.0,9.0,my sisters.,"['START_SYMBOL', u'my', u'sisters', u'.', 'STOP_SYMBOL']"
17.0,9.0,I never fucked your sisters.,"['START_SYMBOL', u'i', u'never', u'fucked', u'your', u'sisters', u'.', 'STOP_SYMBOL']"
18.0,9.0,"yes, you did.","['START_SYMBOL', u'yes', u',', u'you', u'did', u'.', 'STOP_SYMBOL']"
19.0,9.0,I fucked one of them.,"['START_SYMBOL', u'i', u'fucked', u'one', u'of', u'them', u'.', 'STOP_SYMBOL']"
20.0,9.0,which one?,"['START_SYMBOL', u'which', u'one', u'?', 'STOP_SYMBOL']"
21.0,9.0,"the lesbian, I said, she bought me dinner and drinks,","['START_SYMBOL', u'the', u'lesbian', u',', u'i', u'said', u',', u'she', u'bought', u'me', u'dinner', u'and', u'drinks', u',', 'STOP_SYMBOL']"
22.0,9.0,I had very little choice.,"['START_SYMBOL', u'i', u'had', u'very', u'little', u'choice', u'.', 'STOP_SYMBOL']"
23.0,9.0,"I'm going, she said.","['START_SYMBOL', u'i', u""'m"", u'going', u',', u'she', u'said', u'.', 'STOP_SYMBOL']"
24.0,9.0,don't forget your bottle.,"['START_SYMBOL', u'do', u""n't"", u'forget', u'your', u'bottle', u'.', 'STOP_SYMBOL']"
25.0,9.0,she went in and got it.,"['START_SYMBOL', u'she', u'went', u'in', u'and', u'got', u'it', u'.', 'STOP_SYMBOL']"
26.0,9.0,"there's so little to you, she said, that when you die and","['START_SYMBOL', u'there', u""'s"", u'so', u'little', u'to', u'you', u',', u'she', u'said', u',', u'that', u'when', u'you', u'die', u'and', 'STOP_SYMBOL']"
27.0,9.0,they burn you they'll have to add almost all green and,"['START_SYMBOL', u'they', u'burn', u'you', u'they', u""'ll"", u'have', u'to', u'add', u'almost', u'all', u'green', u'and', 'STOP_SYMBOL']"
28.0,9.0,blue pebbles.,"['START_SYMBOL', u'blue', u'pebbles', u'.', 'STOP_SYMBOL']"
29.0,9.0,"all right, I said.","['START_SYMBOL', u'all', u'right', u',', u'i', u'said', u'.', 'STOP_SYMBOL']"
30.0,9.0,I'll see you in 6 months! she screamed and slammed the door.,"['START_SYMBOL', u'i', u""'ll"", u'see', u'you', u'in', u'6', u'months', u'!', u'she', u'screamed', u'and', u'slammed', u'the', u'door', u'.', 'STOP_SYMBOL']"
31.0,9.0,"well, I thought, I guess in order to get rid of her I'll have","['START_SYMBOL', u'well', u',', u'i', u'thought', u',', u'i', u'guess', u'in', u'order', u'to', u'get', u'rid', u'of', u'her', u'i', u""'ll"", u'have', 'STOP_SYMBOL']"
32.0,9.0,to fuck her other sister. I walked into the bedroom and started,"['START_SYMBOL', u'to', u'fuck', u'her', u'other', u'sister', u'.', u'i', u'walked', u'into', u'the', u'bedroom', u'and', u'started', 'STOP_SYMBOL']"
33.0,9.0,looking for phone numbers. all I remembered was that she,"['START_SYMBOL', u'looking', u'for', u'phone', u'numbers', u'.', u'all', u'i', u'remembered', u'was', u'that', u'she', 'STOP_SYMBOL']"
34.0,9.0,lived in San Mateo and had a very good,"['START_SYMBOL', u'lived', u'in', u'san', u'mateo', u'and', u'had', u'a', u'very', u'good', 'STOP_SYMBOL']"
35.0,9.0,job.,"['START_SYMBOL', u'job', u'.', 'STOP_SYMBOL']"
1.0,10.0,she pulled her dress off,"['START_SYMBOL', u'she', u'pulled', u'her', u'dress', u'off', 'STOP_SYMBOL']"
2.0,10.0,over her head,"['START_SYMBOL', u'over', u'her', u'head', 'STOP_SYMBOL']"
3.0,10.0,and I saw the panties,"['START_SYMBOL', u'and', u'i', u'saw', u'the', u'panties', 'STOP_SYMBOL']"
4.0,10.0,indented somewhat into the,"['START_SYMBOL', u'indented', u'somewhat', u'into', u'the', 'STOP_SYMBOL']"
5.0,10.0,crotch.,"['START_SYMBOL', u'crotch', u'.', 'STOP_SYMBOL']"
6.0,10.0,it's only human.,"['START_SYMBOL', u'it', u""'s"", u'only', u'human', u'.', 'STOP_SYMBOL']"
7.0,10.0,now we've got to do it.,"['START_SYMBOL', u'now', u'we', u""'ve"", u'got', u'to', u'do', u'it', u'.', 'STOP_SYMBOL']"
8.0,10.0,I've got to do it,"['START_SYMBOL', u'i', u""'ve"", u'got', u'to', u'do', u'it', 'STOP_SYMBOL']"
9.0,10.0,after all that bluff.,"['START_SYMBOL', u'after', u'all', u'that', u'bluff', u'.', 'STOP_SYMBOL']"
10.0,10.0,it's like a party---,"['START_SYMBOL', u'it', u""'s"", u'like', u'a', u'party', u'--', u'-', 'STOP_SYMBOL']"
11.0,10.0,two trapped,"['START_SYMBOL', u'two', u'trapped', 'STOP_SYMBOL']"
12.0,10.0,idiots.,"['START_SYMBOL', u'idiots', u'.', 'STOP_SYMBOL']"
13.0,10.0,under the sheets,"['START_SYMBOL', u'under', u'the', u'sheets', 'STOP_SYMBOL']"
14.0,10.0,after I have snapped,"['START_SYMBOL', u'after', u'i', u'have', u'snapped', 'STOP_SYMBOL']"
15.0,10.0,off the light,"['START_SYMBOL', u'off', u'the', u'light', 'STOP_SYMBOL']"
16.0,10.0,her panties are still,"['START_SYMBOL', u'her', u'panties', u'are', u'still', 'STOP_SYMBOL']"
17.0,10.0,on. she expects an,"['START_SYMBOL', u'on', u'.', u'she', u'expects', u'an', 'STOP_SYMBOL']"
18.0,10.0,opening performance.,"['START_SYMBOL', u'opening', u'performance', u'.', 'STOP_SYMBOL']"
19.0,10.0,I can't blame her. but,"['START_SYMBOL', u'i', u'ca', u""n't"", u'blame', u'her', u'.', u'but', 'STOP_SYMBOL']"
20.0,10.0,wonder why she's here with,"['START_SYMBOL', u'wonder', u'why', u'she', u""'s"", u'here', u'with', 'STOP_SYMBOL']"
21.0,10.0,me? where are the other,"['START_SYMBOL', u'me', u'?', u'where', u'are', u'the', u'other', 'STOP_SYMBOL']"
22.0,10.0,guys? how can you be,"['START_SYMBOL', u'guys', u'?', u'how', u'can', u'you', u'be', 'STOP_SYMBOL']"
23.0,10.0,lucky? having someone the,"['START_SYMBOL', u'lucky', u'?', u'having', u'someone', u'the', 'STOP_SYMBOL']"
24.0,10.0,others have abandoned?,"['START_SYMBOL', u'others', u'have', u'abandoned', u'?', 'STOP_SYMBOL']"
25.0,10.0,we didn't have to do it,"['START_SYMBOL', u'we', u'did', u""n't"", u'have', u'to', u'do', u'it', 'STOP_SYMBOL']"
26.0,10.0,yet we had to do it.,"['START_SYMBOL', u'yet', u'we', u'had', u'to', u'do', u'it', u'.', 'STOP_SYMBOL']"
27.0,10.0,it was something like,"['START_SYMBOL', u'it', u'was', u'something', u'like', 'STOP_SYMBOL']"
28.0,10.0,establishing new credibility,"['START_SYMBOL', u'establishing', u'new', u'credibility', 'STOP_SYMBOL']"
29.0,10.0,with the income tax,"['START_SYMBOL', u'with', u'the', u'income', u'tax', 'STOP_SYMBOL']"
30.0,10.0,man. I get the panties,"['START_SYMBOL', u'man', u'.', u'i', u'get', u'the', u'panties', 'STOP_SYMBOL']"
31.0,10.0,off. I decide not to,"['START_SYMBOL', u'off', u'.', u'i', u'decide', u'not', u'to', 'STOP_SYMBOL']"
32.0,10.0,tongue her. even then,"['START_SYMBOL', u'tongue', u'her', u'.', u'even', u'then', 'STOP_SYMBOL']"
33.0,10.0,I'm thinking about,"['START_SYMBOL', u'i', u""'m"", u'thinking', u'about', 'STOP_SYMBOL']"
34.0,10.0,after it's over.,"['START_SYMBOL', u'after', u'it', u""'s"", u'over', u'.', 'STOP_SYMBOL']"
35.0,10.0,we'll sleep together,"['START_SYMBOL', u'we', u""'ll"", u'sleep', u'together', 'STOP_SYMBOL']"
36.0,10.0,tonight,"['START_SYMBOL', u'tonight', 'STOP_SYMBOL']"
37.0,10.0,trying to fit ourselves,"['START_SYMBOL', u'trying', u'to', u'fit', u'ourselves', 'STOP_SYMBOL']"
38.0,10.0,inside the wallpaper.,"['START_SYMBOL', u'inside', u'the', u'wallpaper', u'.', 'STOP_SYMBOL']"
39.0,10.0,"I try, fail,","['START_SYMBOL', u'i', u'try', u',', u'fail', u',', 'STOP_SYMBOL']"
40.0,10.0,notice the hair on her,"['START_SYMBOL', u'notice', u'the', u'hair', u'on', u'her', 'STOP_SYMBOL']"
41.0,10.0,head,"['START_SYMBOL', u'head', 'STOP_SYMBOL']"
42.0,10.0,mostly notice the hair,"['START_SYMBOL', u'mostly', u'notice', u'the', u'hair', 'STOP_SYMBOL']"
43.0,10.0,on her,"['START_SYMBOL', u'on', u'her', 'STOP_SYMBOL']"
44.0,10.0,head,"['START_SYMBOL', u'head', 'STOP_SYMBOL']"
45.0,10.0,and a glimpse of,"['START_SYMBOL', u'and', u'a', u'glimpse', u'of', 'STOP_SYMBOL']"
46.0,10.0,nostrils,"['START_SYMBOL', u'nostrils', 'STOP_SYMBOL']"
47.0,10.0,piglike,"['START_SYMBOL', u'piglike', 'STOP_SYMBOL']"
48.0,10.0,I try it,"['START_SYMBOL', u'i', u'try', u'it', 'STOP_SYMBOL']"
49.0,10.0,again.,"['START_SYMBOL', u'again', u'.', 'STOP_SYMBOL']"
1.0,11.0,"women don't know how to love,","['START_SYMBOL', u'women', u'do', u""n't"", u'know', u'how', u'to', u'love', u',', 'STOP_SYMBOL']"
2.0,11.0,she told me.,"['START_SYMBOL', u'she', u'told', u'me', u'.', 'STOP_SYMBOL']"
3.0,11.0,you know how to love,"['START_SYMBOL', u'you', u'know', u'how', u'to', u'love', 'STOP_SYMBOL']"
4.0,11.0,but women just want to,"['START_SYMBOL', u'but', u'women', u'just', u'want', u'to', 'STOP_SYMBOL']"
5.0,11.0,leech.,"['START_SYMBOL', u'leech', u'.', 'STOP_SYMBOL']"
6.0,11.0,I know this because I'm a,"['START_SYMBOL', u'i', u'know', u'this', u'because', u'i', u""'m"", u'a', 'STOP_SYMBOL']"
7.0,11.0,woman.,"['START_SYMBOL', u'woman', u'.', 'STOP_SYMBOL']"
8.0,11.0,"hahaha, I laughed.","['START_SYMBOL', u'hahaha', u',', u'i', u'laughed', u'.', 'STOP_SYMBOL']"
9.0,11.0,so don't worry about your breakup,"['START_SYMBOL', u'so', u'do', u""n't"", u'worry', u'about', u'your', u'breakup', 'STOP_SYMBOL']"
10.0,11.0,with Susan,"['START_SYMBOL', u'with', u'susan', 'STOP_SYMBOL']"
11.0,11.0,because she'll just leech onto,"['START_SYMBOL', u'because', u'she', u""'ll"", u'just', u'leech', u'onto', 'STOP_SYMBOL']"
12.0,11.0,somebody else.,"['START_SYMBOL', u'somebody', u'else', u'.', 'STOP_SYMBOL']"
13.0,11.0,we talked a while longer,"['START_SYMBOL', u'we', u'talked', u'a', u'while', u'longer', 'STOP_SYMBOL']"
14.0,11.0,then I said goodbye,"['START_SYMBOL', u'then', u'i', u'said', u'goodbye', 'STOP_SYMBOL']"
15.0,11.0,hungup,"['START_SYMBOL', u'hungup', 'STOP_SYMBOL']"
16.0,11.0,went into the crapper and,"['START_SYMBOL', u'went', u'into', u'the', u'crapper', u'and', 'STOP_SYMBOL']"
17.0,11.0,took a good beershit,"['START_SYMBOL', u'took', u'a', u'good', u'beershit', 'STOP_SYMBOL']"
18.0,11.0,"mainly thinking, well,","['START_SYMBOL', u'mainly', u'thinking', u',', u'well', u',', 'STOP_SYMBOL']"
19.0,11.0,I'm still alive,"['START_SYMBOL', u'i', u""'m"", u'still', u'alive', 'STOP_SYMBOL']"
20.0,11.0,and have the ability to expell,"['START_SYMBOL', u'and', u'have', u'the', u'ability', u'to', u'expell', 'STOP_SYMBOL']"
21.0,11.0,wastes from my body.,"['START_SYMBOL', u'wastes', u'from', u'my', u'body', u'.', 'STOP_SYMBOL']"
22.0,11.0,and poems.,"['START_SYMBOL', u'and', u'poems', u'.', 'STOP_SYMBOL']"
23.0,11.0,and as long as that's happening,"['START_SYMBOL', u'and', u'as', u'long', u'as', u'that', u""'s"", u'happening', 'STOP_SYMBOL']"
24.0,11.0,I have the ability to handle,"['START_SYMBOL', u'i', u'have', u'the', u'ability', u'to', u'handle', 'STOP_SYMBOL']"
25.0,11.0,betrayal,"['START_SYMBOL', u'betrayal', 'STOP_SYMBOL']"
26.0,11.0,loneliness,"['START_SYMBOL', u'loneliness', 'STOP_SYMBOL']"
27.0,11.0,hangnail,"['START_SYMBOL', u'hangnail', 'STOP_SYMBOL']"
28.0,11.0,clap,"['START_SYMBOL', u'clap', 'STOP_SYMBOL']"
29.0,11.0,and the economic reports in the,"['START_SYMBOL', u'and', u'the', u'economic', u'reports', u'in', u'the', 'STOP_SYMBOL']"
