line,poem,text,tokens
22.0,7.0,cool---,"[u'start_symbol', u'cool', u'--', u'-', u'stop_symbol']"
23.0,7.0,even their children didn't know,"[u'start_symbol', u'even', u'their', u'children', u'did', u""n't"", u'know', u'stop_symbol']"
24.0,7.0,"their wives didn't know, and","[u'start_symbol', u'their', u'wives', u'did', u""n't"", u'know', u',', u'and', u'stop_symbol']"
25.0,7.0,in a way,"[u'start_symbol', u'in', u'a', u'way', u'stop_symbol']"
26.0,7.0,/they/ hardly knew---,"[u'start_symbol', u'/they/', u'hardly', u'knew', u'--', u'-', u'stop_symbol']"
27.0,7.0,"and I found out about counter-spies, double-spies:","[u'start_symbol', u'and', u'i', u'found', u'out', u'about', u'counter-spies', u',', u'double-spies', u':', u'stop_symbol']"
28.0,7.0,"guys who worked both sides, and","[u'start_symbol', u'guys', u'who', u'worked', u'both', u'sides', u',', u'and', u'stop_symbol']"
29.0,7.0,then this one who was a double-spy turned,"[u'start_symbol', u'then', u'this', u'one', u'who', u'was', u'a', u'double-spy', u'turned', u'stop_symbol']"
30.0,7.0,"into a triple-spy, it","[u'start_symbol', u'into', u'a', u'triple-spy', u',', u'it', u'stop_symbol']"
31.0,7.0,got nicely confusing---,"[u'start_symbol', u'got', u'nicely', u'confusing', u'--', u'-', u'stop_symbol']"
32.0,7.0,I don't even think the guy who wrote the script,"[u'start_symbol', u'i', u'do', u""n't"", u'even', u'think', u'the', u'guy', u'who', u'wrote', u'the', u'script', u'stop_symbol']"
33.0,7.0,knew what was happening---,"[u'start_symbol', u'knew', u'what', u'was', u'happening', u'--', u'-', u'stop_symbol']"
34.0,7.0,it went on for hours!,"[u'start_symbol', u'it', u'went', u'on', u'for', u'hours', u'!', u'stop_symbol']"
35.0,7.0,"seaplanes rammed into icebergs,","[u'start_symbol', u'seaplanes', u'rammed', u'into', u'icebergs', u',', u'stop_symbol']"
36.0,7.0,"a priest in Madison, Wisc. murdered his brother,","[u'start_symbol', u'a', u'priest', u'in', u'madison', u',', u'wisc', u'.', u'murdered', u'his', u'brother', u',', u'stop_symbol']"
37.0,7.0,a block of ice was shipped in a casket to Peru,"[u'start_symbol', u'a', u'block', u'of', u'ice', u'was', u'shipped', u'in', u'a', u'casket', u'to', u'peru', u'stop_symbol']"
38.0,7.0,"in lieu of the world's largest diamond, and","[u'start_symbol', u'in', u'lieu', u'of', u'the', u'world', u""'s"", u'largest', u'diamond', u',', u'and', u'stop_symbol']"
39.0,7.0,blondes walked in and out of rooms eating,"[u'start_symbol', u'blondes', u'walked', u'in', u'and', u'out', u'of', u'rooms', u'eating', u'stop_symbol']"
40.0,7.0,creampuffs and walnuts;,"[u'start_symbol', u'creampuffs', u'and', u'walnuts', u';', u'stop_symbol']"
41.0,7.0,the triple-spy turned into a,"[u'start_symbol', u'the', u'triple-spy', u'turned', u'into', u'a', u'stop_symbol']"
42.0,7.0,quadruple-spy and everybody loved,"[u'start_symbol', u'quadruple-spy', u'and', u'everybody', u'loved', u'stop_symbol']"
43.0,7.0,everybody,"[u'start_symbol', u'everybody', u'stop_symbol']"
44.0,7.0,and it went on and on,"[u'start_symbol', u'and', u'it', u'went', u'on', u'and', u'on', u'stop_symbol']"
45.0,7.0,and the hours passed and,"[u'start_symbol', u'and', u'the', u'hours', u'passed', u'and', u'stop_symbol']"
46.0,7.0,it all finally vanished like a paperclip in a,"[u'start_symbol', u'it', u'all', u'finally', u'vanished', u'like', u'a', u'paperclip', u'in', u'a', u'stop_symbol']"
47.0,7.0,bag of trash and I,"[u'start_symbol', u'bag', u'of', u'trash', u'and', u'i', u'stop_symbol']"
48.0,7.0,reached over and flicked off the set and,"[u'start_symbol', u'reached', u'over', u'and', u'flicked', u'off', u'the', u'set', u'and', u'stop_symbol']"
49.0,7.0,slept well for the first time,"[u'start_symbol', u'slept', u'well', u'for', u'the', u'first', u'time', u'stop_symbol']"
50.0,7.0,in a week and a half.,"[u'start_symbol', u'in', u'a', u'week', u'and', u'a', u'half', u'.', u'stop_symbol']"
1.0,8.0,she wore a platinum blond wig,"[u'start_symbol', u'she', u'wore', u'a', u'platinum', u'blond', u'wig', u'stop_symbol']"
2.0,8.0,and her face was rouged and powdered,"[u'start_symbol', u'and', u'her', u'face', u'was', u'rouged', u'and', u'powdered', u'stop_symbol']"
3.0,8.0,and she put the lipstick on,"[u'start_symbol', u'and', u'she', u'put', u'the', u'lipstick', u'on', u'stop_symbol']"
4.0,8.0,making a huge painted mouth,"[u'start_symbol', u'making', u'a', u'huge', u'painted', u'mouth', u'stop_symbol']"
5.0,8.0,and her neck was wrinkled,"[u'start_symbol', u'and', u'her', u'neck', u'was', u'wrinkled', u'stop_symbol']"
6.0,8.0,but she still had the ass of a young girl,"[u'start_symbol', u'but', u'she', u'still', u'had', u'the', u'ass', u'of', u'a', u'young', u'girl', u'stop_symbol']"
7.0,8.0,and the legs were good.,"[u'start_symbol', u'and', u'the', u'legs', u'were', u'good', u'.', u'stop_symbol']"
8.0,8.0,she wore blue panties and I got them off,"[u'start_symbol', u'she', u'wore', u'blue', u'panties', u'and', u'i', u'got', u'them', u'off', u'stop_symbol']"
9.0,8.0,"raised her dress, and with the TV flickering","[u'start_symbol', u'raised', u'her', u'dress', u',', u'and', u'with', u'the', u'tv', u'flickering', u'stop_symbol']"
10.0,8.0,I took her standing up.,"[u'start_symbol', u'i', u'took', u'her', u'standing', u'up', u'.', u'stop_symbol']"
11.0,8.0,as we struggled around the room,"[u'start_symbol', u'as', u'we', u'struggled', u'around', u'the', u'room', u'stop_symbol']"
12.0,8.0,"(I'm fucking the grave, I thought, I'm","[u'start_symbol', u'(', u'i', u""'m"", u'fucking', u'the', u'grave', u',', u'i', u'thought', u',', u'i', u""'m"", u'stop_symbol']"
13.0,8.0,"bringing the dead back to life, marvelous","[u'start_symbol', u'bringing', u'the', u'dead', u'back', u'to', u'life', u',', u'marvelous', u'stop_symbol']"
14.0,8.0,so marvelous,"[u'start_symbol', u'so', u'marvelous', u'stop_symbol']"
15.0,8.0,like eating cold olives at 3 a.m.,"[u'start_symbol', u'like', u'eating', u'cold', u'olives', u'at', u'3', u'a.m.', u'stop_symbol']"
16.0,8.0,with half the town on fire),"[u'start_symbol', u'with', u'half', u'the', u'town', u'on', u'fire', u')', u'stop_symbol']"
17.0,8.0,I came.,"[u'start_symbol', u'i', u'came', u'.', u'stop_symbol']"
18.0,8.0,you boys can keep your virgins,"[u'start_symbol', u'you', u'boys', u'can', u'keep', u'your', u'virgins', u'stop_symbol']"
19.0,8.0,give me hot old women in high heels,"[u'start_symbol', u'give', u'me', u'hot', u'old', u'women', u'in', u'high', u'heels', u'stop_symbol']"
20.0,8.0,with asses that forgot to get old.,"[u'start_symbol', u'with', u'asses', u'that', u'forgot', u'to', u'get', u'old', u'.', u'stop_symbol']"
21.0,8.0,"of course, you leave afterwards","[u'start_symbol', u'of', u'course', u',', u'you', u'leave', u'afterwards', u'stop_symbol']"
22.0,8.0,or get very drunk,"[u'start_symbol', u'or', u'get', u'very', u'drunk', u'stop_symbol']"
23.0,8.0,which is the same,"[u'start_symbol', u'which', u'is', u'the', u'same', u'stop_symbol']"
24.0,8.0,thing.,"[u'start_symbol', u'thing', u'.', u'stop_symbol']"
25.0,8.0,we drank wine for hours and watched tv,"[u'start_symbol', u'we', u'drank', u'wine', u'for', u'hours', u'and', u'watched', u'tv', u'stop_symbol']"
26.0,8.0,and when we went to bed,"[u'start_symbol', u'and', u'when', u'we', u'went', u'to', u'bed', u'stop_symbol']"
27.0,8.0,to sleep it off,"[u'start_symbol', u'to', u'sleep', u'it', u'off', u'stop_symbol']"
28.0,8.0,she left her teeth in all,"[u'start_symbol', u'she', u'left', u'her', u'teeth', u'in', u'all', u'stop_symbol']"
29.0,8.0,night long.,"[u'start_symbol', u'night', u'long', u'.', u'stop_symbol']"
1.0,9.0,"I got his ashes, she said, and I took them","[u'start_symbol', u'i', u'got', u'his', u'ashes', u',', u'she', u'said', u',', u'and', u'i', u'took', u'them', u'stop_symbol']"
2.0,9.0,out to sea and I scattered his ashes and,"[u'start_symbol', u'out', u'to', u'sea', u'and', u'i', u'scattered', u'his', u'ashes', u'and', u'stop_symbol']"
3.0,9.0,they didn't even look like ashes,"[u'start_symbol', u'they', u'did', u""n't"", u'even', u'look', u'like', u'ashes', u'stop_symbol']"
4.0,9.0,and,"[u'start_symbol', u'and', u'stop_symbol']"
5.0,9.0,the urn was weighted with,"[u'start_symbol', u'the', u'urn', u'was', u'weighted', u'with', u'stop_symbol']"
6.0,9.0,green and blue pebbles ...,"[u'start_symbol', u'green', u'and', u'blue', u'pebbles', u'...', u'stop_symbol']"
7.0,9.0,he didn't leave you any of his,"[u'start_symbol', u'he', u'did', u""n't"", u'leave', u'you', u'any', u'of', u'his', u'stop_symbol']"
8.0,9.0,millions?,"[u'start_symbol', u'millions', u'?', u'stop_symbol']"
9.0,9.0,"nothing, she said.","[u'start_symbol', u'nothing', u',', u'she', u'said', u'.', u'stop_symbol']"
10.0,9.0,after having to eat all those breakfasts,"[u'start_symbol', u'after', u'having', u'to', u'eat', u'all', u'those', u'breakfasts', u'stop_symbol']"
11.0,9.0,and lunches and dinners with him? after,"[u'start_symbol', u'and', u'lunches', u'and', u'dinners', u'with', u'him', u'?', u'after', u'stop_symbol']"
12.0,9.0,listening to all his bullshit?,"[u'start_symbol', u'listening', u'to', u'all', u'his', u'bullshit', u'?', u'stop_symbol']"
13.0,9.0,he was a brilliant man.,"[u'start_symbol', u'he', u'was', u'a', u'brilliant', u'man', u'.', u'stop_symbol']"
14.0,9.0,you know what I mean.,"[u'start_symbol', u'you', u'know', u'what', u'i', u'mean', u'.', u'stop_symbol']"
15.0,9.0,"anyhow, I got the ashes. and you fucked","[u'start_symbol', u'anyhow', u',', u'i', u'got', u'the', u'ashes', u'.', u'and', u'you', u'fucked', u'stop_symbol']"
16.0,9.0,my sisters.,"[u'start_symbol', u'my', u'sisters', u'.', u'stop_symbol']"
17.0,9.0,I never fucked your sisters.,"[u'start_symbol', u'i', u'never', u'fucked', u'your', u'sisters', u'.', u'stop_symbol']"
18.0,9.0,"yes, you did.","[u'start_symbol', u'yes', u',', u'you', u'did', u'.', u'stop_symbol']"
19.0,9.0,I fucked one of them.,"[u'start_symbol', u'i', u'fucked', u'one', u'of', u'them', u'.', u'stop_symbol']"
20.0,9.0,which one?,"[u'start_symbol', u'which', u'one', u'?', u'stop_symbol']"
21.0,9.0,"the lesbian, I said, she bought me dinner and drinks,","[u'start_symbol', u'the', u'lesbian', u',', u'i', u'said', u',', u'she', u'bought', u'me', u'dinner', u'and', u'drinks', u',', u'stop_symbol']"
22.0,9.0,I had very little choice.,"[u'start_symbol', u'i', u'had', u'very', u'little', u'choice', u'.', u'stop_symbol']"
23.0,9.0,"I'm going, she said.","[u'start_symbol', u'i', u""'m"", u'going', u',', u'she', u'said', u'.', u'stop_symbol']"
24.0,9.0,don't forget your bottle.,"[u'start_symbol', u'do', u""n't"", u'forget', u'your', u'bottle', u'.', u'stop_symbol']"
25.0,9.0,she went in and got it.,"[u'start_symbol', u'she', u'went', u'in', u'and', u'got', u'it', u'.', u'stop_symbol']"
26.0,9.0,"there's so little to you, she said, that when you die and","[u'start_symbol', u'there', u""'s"", u'so', u'little', u'to', u'you', u',', u'she', u'said', u',', u'that', u'when', u'you', u'die', u'and', u'stop_symbol']"
27.0,9.0,they burn you they'll have to add almost all green and,"[u'start_symbol', u'they', u'burn', u'you', u'they', u""'ll"", u'have', u'to', u'add', u'almost', u'all', u'green', u'and', u'stop_symbol']"
28.0,9.0,blue pebbles.,"[u'start_symbol', u'blue', u'pebbles', u'.', u'stop_symbol']"
29.0,9.0,"all right, I said.","[u'start_symbol', u'all', u'right', u',', u'i', u'said', u'.', u'stop_symbol']"
30.0,9.0,I'll see you in 6 months! she screamed and slammed the door.,"[u'start_symbol', u'i', u""'ll"", u'see', u'you', u'in', u'6', u'months', u'!', u'she', u'screamed', u'and', u'slammed', u'the', u'door', u'.', u'stop_symbol']"
31.0,9.0,"well, I thought, I guess in order to get rid of her I'll have","[u'start_symbol', u'well', u',', u'i', u'thought', u',', u'i', u'guess', u'in', u'order', u'to', u'get', u'rid', u'of', u'her', u'i', u""'ll"", u'have', u'stop_symbol']"
32.0,9.0,to fuck her other sister. I walked into the bedroom and started,"[u'start_symbol', u'to', u'fuck', u'her', u'other', u'sister', u'.', u'i', u'walked', u'into', u'the', u'bedroom', u'and', u'started', u'stop_symbol']"
33.0,9.0,looking for phone numbers. all I remembered was that she,"[u'start_symbol', u'looking', u'for', u'phone', u'numbers', u'.', u'all', u'i', u'remembered', u'was', u'that', u'she', u'stop_symbol']"
34.0,9.0,lived in San Mateo and had a very good,"[u'start_symbol', u'lived', u'in', u'san', u'mateo', u'and', u'had', u'a', u'very', u'good', u'stop_symbol']"
35.0,9.0,job.,"[u'start_symbol', u'job', u'.', u'stop_symbol']"
1.0,10.0,she pulled her dress off,"[u'start_symbol', u'she', u'pulled', u'her', u'dress', u'off', u'stop_symbol']"
2.0,10.0,over her head,"[u'start_symbol', u'over', u'her', u'head', u'stop_symbol']"
3.0,10.0,and I saw the panties,"[u'start_symbol', u'and', u'i', u'saw', u'the', u'panties', u'stop_symbol']"
4.0,10.0,indented somewhat into the,"[u'start_symbol', u'indented', u'somewhat', u'into', u'the', u'stop_symbol']"
5.0,10.0,crotch.,"[u'start_symbol', u'crotch', u'.', u'stop_symbol']"
6.0,10.0,it's only human.,"[u'start_symbol', u'it', u""'s"", u'only', u'human', u'.', u'stop_symbol']"
7.0,10.0,now we've got to do it.,"[u'start_symbol', u'now', u'we', u""'ve"", u'got', u'to', u'do', u'it', u'.', u'stop_symbol']"
8.0,10.0,I've got to do it,"[u'start_symbol', u'i', u""'ve"", u'got', u'to', u'do', u'it', u'stop_symbol']"
9.0,10.0,after all that bluff.,"[u'start_symbol', u'after', u'all', u'that', u'bluff', u'.', u'stop_symbol']"
10.0,10.0,it's like a party---,"[u'start_symbol', u'it', u""'s"", u'like', u'a', u'party', u'--', u'-', u'stop_symbol']"
11.0,10.0,two trapped,"[u'start_symbol', u'two', u'trapped', u'stop_symbol']"
12.0,10.0,idiots.,"[u'start_symbol', u'idiots', u'.', u'stop_symbol']"
13.0,10.0,under the sheets,"[u'start_symbol', u'under', u'the', u'sheets', u'stop_symbol']"
14.0,10.0,after I have snapped,"[u'start_symbol', u'after', u'i', u'have', u'snapped', u'stop_symbol']"
15.0,10.0,off the light,"[u'start_symbol', u'off', u'the', u'light', u'stop_symbol']"
16.0,10.0,her panties are still,"[u'start_symbol', u'her', u'panties', u'are', u'still', u'stop_symbol']"
17.0,10.0,on. she expects an,"[u'start_symbol', u'on', u'.', u'she', u'expects', u'an', u'stop_symbol']"
18.0,10.0,opening performance.,"[u'start_symbol', u'opening', u'performance', u'.', u'stop_symbol']"
19.0,10.0,I can't blame her. but,"[u'start_symbol', u'i', u'ca', u""n't"", u'blame', u'her', u'.', u'but', u'stop_symbol']"
20.0,10.0,wonder why she's here with,"[u'start_symbol', u'wonder', u'why', u'she', u""'s"", u'here', u'with', u'stop_symbol']"
21.0,10.0,me? where are the other,"[u'start_symbol', u'me', u'?', u'where', u'are', u'the', u'other', u'stop_symbol']"
22.0,10.0,guys? how can you be,"[u'start_symbol', u'guys', u'?', u'how', u'can', u'you', u'be', u'stop_symbol']"
23.0,10.0,lucky? having someone the,"[u'start_symbol', u'lucky', u'?', u'having', u'someone', u'the', u'stop_symbol']"
24.0,10.0,others have abandoned?,"[u'start_symbol', u'others', u'have', u'abandoned', u'?', u'stop_symbol']"
25.0,10.0,we didn't have to do it,"[u'start_symbol', u'we', u'did', u""n't"", u'have', u'to', u'do', u'it', u'stop_symbol']"
26.0,10.0,yet we had to do it.,"[u'start_symbol', u'yet', u'we', u'had', u'to', u'do', u'it', u'.', u'stop_symbol']"
27.0,10.0,it was something like,"[u'start_symbol', u'it', u'was', u'something', u'like', u'stop_symbol']"
28.0,10.0,establishing new credibility,"[u'start_symbol', u'establishing', u'new', u'credibility', u'stop_symbol']"
29.0,10.0,with the income tax,"[u'start_symbol', u'with', u'the', u'income', u'tax', u'stop_symbol']"
30.0,10.0,man. I get the panties,"[u'start_symbol', u'man', u'.', u'i', u'get', u'the', u'panties', u'stop_symbol']"
31.0,10.0,off. I decide not to,"[u'start_symbol', u'off', u'.', u'i', u'decide', u'not', u'to', u'stop_symbol']"
32.0,10.0,tongue her. even then,"[u'start_symbol', u'tongue', u'her', u'.', u'even', u'then', u'stop_symbol']"
33.0,10.0,I'm thinking about,"[u'start_symbol', u'i', u""'m"", u'thinking', u'about', u'stop_symbol']"
34.0,10.0,after it's over.,"[u'start_symbol', u'after', u'it', u""'s"", u'over', u'.', u'stop_symbol']"
35.0,10.0,we'll sleep together,"[u'start_symbol', u'we', u""'ll"", u'sleep', u'together', u'stop_symbol']"
36.0,10.0,tonight,"[u'start_symbol', u'tonight', u'stop_symbol']"
37.0,10.0,trying to fit ourselves,"[u'start_symbol', u'trying', u'to', u'fit', u'ourselves', u'stop_symbol']"
38.0,10.0,inside the wallpaper.,"[u'start_symbol', u'inside', u'the', u'wallpaper', u'.', u'stop_symbol']"
39.0,10.0,"I try, fail,","[u'start_symbol', u'i', u'try', u',', u'fail', u',', u'stop_symbol']"
40.0,10.0,notice the hair on her,"[u'start_symbol', u'notice', u'the', u'hair', u'on', u'her', u'stop_symbol']"
41.0,10.0,head,"[u'start_symbol', u'head', u'stop_symbol']"
42.0,10.0,mostly notice the hair,"[u'start_symbol', u'mostly', u'notice', u'the', u'hair', u'stop_symbol']"
43.0,10.0,on her,"[u'start_symbol', u'on', u'her', u'stop_symbol']"
44.0,10.0,head,"[u'start_symbol', u'head', u'stop_symbol']"
45.0,10.0,and a glimpse of,"[u'start_symbol', u'and', u'a', u'glimpse', u'of', u'stop_symbol']"
46.0,10.0,nostrils,"[u'start_symbol', u'nostrils', u'stop_symbol']"
47.0,10.0,piglike,"[u'start_symbol', u'piglike', u'stop_symbol']"
48.0,10.0,I try it,"[u'start_symbol', u'i', u'try', u'it', u'stop_symbol']"
49.0,10.0,again.,"[u'start_symbol', u'again', u'.', u'stop_symbol']"
1.0,11.0,"women don't know how to love,","[u'start_symbol', u'women', u'do', u""n't"", u'know', u'how', u'to', u'love', u',', u'stop_symbol']"
2.0,11.0,she told me.,"[u'start_symbol', u'she', u'told', u'me', u'.', u'stop_symbol']"
3.0,11.0,you know how to love,"[u'start_symbol', u'you', u'know', u'how', u'to', u'love', u'stop_symbol']"
4.0,11.0,but women just want to,"[u'start_symbol', u'but', u'women', u'just', u'want', u'to', u'stop_symbol']"
5.0,11.0,leech.,"[u'start_symbol', u'leech', u'.', u'stop_symbol']"
6.0,11.0,I know this because I'm a,"[u'start_symbol', u'i', u'know', u'this', u'because', u'i', u""'m"", u'a', u'stop_symbol']"
7.0,11.0,woman.,"[u'start_symbol', u'woman', u'.', u'stop_symbol']"
8.0,11.0,"hahaha, I laughed.","[u'start_symbol', u'hahaha', u',', u'i', u'laughed', u'.', u'stop_symbol']"
9.0,11.0,so don't worry about your breakup,"[u'start_symbol', u'so', u'do', u""n't"", u'worry', u'about', u'your', u'breakup', u'stop_symbol']"
10.0,11.0,with Susan,"[u'start_symbol', u'with', u'susan', u'stop_symbol']"
11.0,11.0,because she'll just leech onto,"[u'start_symbol', u'because', u'she', u""'ll"", u'just', u'leech', u'onto', u'stop_symbol']"
12.0,11.0,somebody else.,"[u'start_symbol', u'somebody', u'else', u'.', u'stop_symbol']"
13.0,11.0,we talked a while longer,"[u'start_symbol', u'we', u'talked', u'a', u'while', u'longer', u'stop_symbol']"
14.0,11.0,then I said goodbye,"[u'start_symbol', u'then', u'i', u'said', u'goodbye', u'stop_symbol']"
15.0,11.0,hungup,"[u'start_symbol', u'hungup', u'stop_symbol']"
16.0,11.0,went into the crapper and,"[u'start_symbol', u'went', u'into', u'the', u'crapper', u'and', u'stop_symbol']"
17.0,11.0,took a good beershit,"[u'start_symbol', u'took', u'a', u'good', u'beershit', u'stop_symbol']"
18.0,11.0,"mainly thinking, well,","[u'start_symbol', u'mainly', u'thinking', u',', u'well', u',', u'stop_symbol']"
19.0,11.0,I'm still alive,"[u'start_symbol', u'i', u""'m"", u'still', u'alive', u'stop_symbol']"
20.0,11.0,and have the ability to expell,"[u'start_symbol', u'and', u'have', u'the', u'ability', u'to', u'expell', u'stop_symbol']"
